"店名","評価点数","口コミ件数","保存件数","ジャンル","最寄駅","予算(夜)","予算(昼)","店舗URL","住所","郵便番号","緯度","経度","電話番号","営業時間","定休日","席数","個室","禁煙喫煙","予約","受賞・百名店","駐車場","交通手段","写真URL","区分"
"らーめん屋 豪快","3.46","301","5291","ラーメン、担々麺、ちゃんぽん","笹塚駅","￥1,000～￥1,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131808/13019847/","東京都渋谷区笹塚1-56-2","1510073","35.674225468688896","139.66728355438315","03-3378-5798","月・火・水・木・金 11:00 - 23:30 土 11:15 - 22:00 日 11:00 - 21:00 営業時間・","","12席 （カウンターのみ）","無","全席禁煙","予約不可","","無","京王線「笹塚駅」北口から徒歩１分。 笹塚駅から51m","https://tblg.k-img.com/restaurant/images/Rvw/338833/640x640_rect_051ba8ed93caf7954af4ffac39c77db7.jpg","4駅追加"
"下北沢 肉バル Bon","3.40","338","19597","バル、ダイニングバー、イタリアン","下北沢駅","￥4,000～￥4,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131802/13188119/","東京都世田谷区北沢2-7-8 山本ビル 1F","1550031","35.661935437892005","139.66940368309577","03-5738-8229","月・火・水・木・金・土・日・祝日 17:00 - 23:00 L.O. 料理22:00","","32席","有 （2人可） 半個室タイプです","全席禁煙","予約可","","無 近隣にコインパーキングがございますので、恐れ入りますがそちらをご利用下さい","下北沢駅東口から徒歩2分 改札を出てまっすぐ進みスーパーのオオゼキさんを右へ、 交差点を左へ50m程で右手に薬局（マエノ薬局さん）があるので右へ30m。 下北沢駅から208m","https://tblg.k-img.com/restaurant/images/Rvw/276746/640x640_rect_5d4902d8e2253412770dfe78726143af.jpg","4駅追加"
"D-DRAGON","3.48","244","8272","居酒屋、ダイニングバー、海鮮","下北沢駅","￥4,000～￥4,999","","https://tabelog.com/tokyo/A1318/A131802/13307776/","東京都世田谷区北沢2-9-2 THECITY 下北沢 3F","1550031","35.66187668259801","139.66873664406077","050-1726-3316","月・火・水・木・金・土・日・祝日・祝前日・祝後日 15:00 - 23:00","","28席","有 （8人可）","全席禁煙","予約可","","無","小田急線 下北沢駅 徒歩2分 京王井の頭線 下北沢駅 徒歩2分 ヴィレッジヴァンガード下北沢店様向かいのビル3階 下北沢駅から148m","https://tblg.k-img.com/restaurant/images/Rvw/295358/640x640_rect_f3001706884e1179c8fe99534e5a2f61.jpg","4駅追加"
"チョップスティックス 下北沢店","3.47","310","9501","ベトナム料理","下北沢駅","￥2,000～￥2,999","～￥999","https://tabelog.com/tokyo/A1318/A131802/13268964/","東京都世田谷区北沢2-11-15 ミカン下北 A-206","1550031","35.661407198697304","139.66812233425307","03-6805-5833","月・火・水・木 11:30 - 15:00 L.O. 14:30 17:00 - 22:00 L.O. 21:00 金 11:30 - 15:00 L.O. 14:30 17:00 - 23:00 L","なし","28席","無","全席禁煙 施設内に喫煙所あり","予約可","","無 近隣にコインパーキング有","京王井の頭線・小田急小田原線 下北沢駅すぐ 下北沢駅から86m","https://tblg.k-img.com/restaurant/images/Rvw/185686/640x640_rect_e06c95fa739017455ee8599c70184c71.jpg","4駅追加"
"ラ・ベファーナ 下北沢","3.46","443","30472","イタリアン、ピザ、バル","下北沢駅","￥4,000～￥4,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131802/13001387/","東京都世田谷区代田5-31-3","1550033","35.661706237890904","139.66550928309616","03-3411-9500","月・火・水・木・金 11:30 - 15:00 L.O. 14:30 17:00 - 23:00 L.O. 22:00 土・日・祝日 11:30 - 15:30 L.O. 15:00 17:00 - ","","54席 （１階 20席、テラス４～６席、 2階 30～44席 （立食は60名様迄））","無 ２階は２０名～30名様、貸切可。(条件あり。詳細はお気軽にお問い合せください)","全席禁煙","予約可","","有 近隣に有料コインパーキングあり","◆京王井の頭線：下北沢駅・西口より徒歩３０秒。 井の頭線ホームより西口改札を出て左側の階段から地上へ・・・ 地上に出ましたら、左隣り(南側)のローソン様を右折し(西へ)3件目。 下北沢駅西口より５0ｍ ◆小田急線：下北沢駅・南西口より徒歩2分30秒。 南西口、改札を出て右の階段を上がって道なりに進むと、成城石井様に突き当たりますので右折。ピタットハウス下北沢様を左折し3件目。 目印は、イタリア国旗と魔女(BEFANA)の看板です。 下北沢駅から153m","https://tblg.k-img.com/restaurant/images/Rvw/91014/640x640_rect_91014623.jpg","4駅追加"
"ピッツェリアエイト 下北沢","3.47","595","19876","イタリアン、ピザ、パスタ","下北沢駅","￥3,000～￥3,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131802/13268127/","東京都世田谷区北沢2-11-15 ミカン下北A街区 1F","1550031","35.661274288697605","139.66881231425128","03-6450-7887","月・火・水・木・金・土・日・祝日・祝前日・祝後日 11:00 - 23:30 L.O. 料理22:30 ドリンク23:00","無休","130席","無","全席禁煙","予約可","","無","下北沢駅から徒歩1分 下北沢駅から150m","https://tblg.k-img.com/restaurant/images/Rvw/215241/320x320_rect_babc1c731ed537d0ad0352dea20c50a3.jpg","4駅追加"
"前菜坊 風神","3.43","186","12685","海鮮、居酒屋","下北沢駅","￥5,000～￥5,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131802/13007446/","東京都世田谷区北沢2-14-10 こだまビル 2F","1550031","35.660213037892575","139.66776018307954","03-3487-3003","月・火・木・金 17:30 - 23:00 L.O. 料理22:00 ドリンク22:30 水 12:00 - 14:00 L.O. 13:30 17:30 - 23:00 L.O. 料理22:00 ド","","26席 （カウンター１０席、テーブル、１６席）","無","全席禁煙","予約可","","無","下北沢駅東口・中央口より徒歩3分。 下北沢東口・中央口を出て右方向へ行き、南口商店街をマクドナルド方面に進みにケバブ屋が見えたら左折。 カードショップのDRAMAの２階が風神です。 小田急南西口より徒歩３分。 小田急南西口を出て左方向へ道なりに下り、突き当たりタピオカ屋を左に曲がってすぐの路地を右折。 カードショップのDRAMAの2階が風神です。 下北沢駅から151m","https://tblg.k-img.com/restaurant/images/Rvw/69301/640x640_rect_69301122.jpg","4駅追加"
"もつ焼き ばん 下北沢店","3.44","270","10817","もつ焼き、居酒屋、もつ鍋","下北沢駅","￥1,000～￥1,999","～￥999","https://tabelog.com/tokyo/A1318/A131802/13251328/","東京都世田谷区北沢2-15-3 中村ビル 1F","1550031","35.65947943789283","139.66709008307257","03-6805-5526","00:00 - 04:00 11:30 - 00:00","","100席","無","全席喫煙可 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約可","","無","京王井の頭線・小田急線「下北沢駅」南西口から徒歩3分 ※南口商店街を直進していただき、「ミスタードーナツ」を越えて最初の三叉路を右に曲がる 下北沢駅から222m 下北沢駅から223m","https://tblg.k-img.com/restaurant/images/Rvw/140432/640x640_rect_140432043.jpg","4駅追加"
"天冨良 かんの","3.42","170","12322","天ぷら、天丼","梅ケ丘駅","￥6,000～￥7,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131812/13001465/","東京都世田谷区梅丘1-19-6","1540022","35.655346237891436","139.6544754830397","03-3425-2460","水・木・金・土・日・祝日・祝前日・祝後日 11:30 - 14:00 L.O. 13:15 17:30 - 21:00 L.O. 19:30 月・火","","20席 （テーブル席ございます）","無","全席禁煙 店舗の外に喫煙スペースあり","予約可","","無 お近くにコインパーキングございます。","小田急線梅ヶ丘駅南口から 徒歩3分 梅ケ丘駅から113m","https://tblg.k-img.com/restaurant/images/Rvw/48498/640x640_rect_48498196.jpg","4駅追加"
"克ッ 下北沢","3.42","234","18839","焼き鳥、居酒屋、日本料理","下北沢駅","￥3,000～￥3,999","","https://tabelog.com/tokyo/A1318/A131802/13113249/","東京都世田谷区北沢2-33-3 第一片柳ビル1F","1550031","35.66290883789118","139.66877458310603","03-3468-3334","15:00 - 23:00 L.O. 22:00","無休","32席 （カウンター席、テーブル席。貸切可能人数：20～40名）","無","全席喫煙可 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約可","","無","京王井の頭線下北沢駅より徒歩2分 小田急小田原線下北沢駅より徒歩2分 下北沢駅から214m","https://tblg.k-img.com/restaurant/images/Rvw/107501/640x640_rect_107501808.jpg","4駅追加"
"下北沢ミートダイニング","3.40","205","13730","バル、ハンバーグ、ビストロ","下北沢駅","￥4,000～￥4,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131802/13270676/","東京都世田谷区北沢2-32-8 SSビル 2F A号室","1550031","35.66280576251028","139.66867847856105","03-5761-6336","月・火・水・木・金・土・日・祝日・祝前日・祝後日 11:30 - 14:30 L.O. 14:00 17:30 - 22:00 L.O. 料理21:00 ドリンク21:15","・","10席 （カウンター4席 ２名テーブル×１ ４名テーブル×１）","無","全席禁煙","予約可","","無 近隣にコインパーキングあり","小田急線・京王井の頭線 下北沢駅徒歩3分 下北沢駅から199m","https://tblg.k-img.com/restaurant/images/Rvw/272755/640x640_rect_8a7e4a7ac5b078c99072073b6223db24.jpg","4駅追加"
"牛タン 夏火鉢","3.42","309","25770","牛タン、ビストロ、バル","下北沢駅","￥4,000～￥4,999","","https://tabelog.com/tokyo/A1318/A131802/13141790/","東京都世田谷区代沢5-36-13","1550032","35.65931753789296","139.6671847830709","050-3184-0803","月・火・水・木・金 16:30 - 23:30 土 13:00 - 23:30 L.O. 料理22:30 ドリンク23:00 日・祝日 13:00 - 23:00","無休","30席 （席数の少ない小さなお店です。お席のご希望に添えない場合もございますが、どうぞご協力をお願いします！）","無 4～6名様用の半個室あり。ベビーカーのお客様もこちらの席をおすすめしています。 半個室は要予約です。必ずお電話でお問い合わせください。","全席禁煙","予約可","","無 徒歩5分以内にコイン・パーキングあり","小田急小田原線、京王井の頭線 下北沢駅南口から徒歩4分 下北沢駅から241m","https://tblg.k-img.com/restaurant/images/Rvw/29004/640x640_rect_29004074.jpg","4駅追加"
"蕎麦と鶏 はんさむ 下北沢","3.45","261","15104","居酒屋、焼き鳥、そば","下北沢駅","￥3,000～￥3,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131802/13198102/","東京都世田谷区北沢3-25-1 MTビル102","1550031","35.66349463789081","139.668752983112","03-5738-7619","月・火・水・木・金 11:30 - 16:00 17:30 - 23:00 L.O. 料理22:30 ドリンク22:45 土・日・祝日 11:30 - 23:00 L.O. 料理22:30 ドリンク2","不定休","23席","無","全席禁煙 喫煙場所無し","予約可","","無 近隣コインパーキング有り","下北沢駅北口、南口どちらから出ていただいても徒歩3分！ 下北沢1番街商店街入り口付近です。 下北沢駅から264m","https://tblg.k-img.com/restaurant/images/Rvw/83661/640x640_rect_83661531.jpg","4駅追加"
"バーン・キラオ 下北沢店","3.41","117","2009","タイ料理、カレー","下北沢駅","￥2,000～￥2,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131802/13293596/","東京都世田谷区北沢2-3-5 1F","1550031","35.66007353065345","139.66807955942974","03-6805-5255","月・火・水・木・金・土・日・祝日・祝前日・祝後日 11:30 - 00:00 L.O. 料理23:00 ドリンク23:15 毎日営業しています。平日はご予約を承ります。03-6805-5255 土、日","","35席 （店内 28席カウンター7席テラス8席 ）","無","分煙 テラス席は喫煙可、ペット可です。 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約可","","無 近隣にコインパーキングあり","下北沢駅から徒歩５分。 ドン・キホーテのお隣です。 下北沢駅から177m","https://tblg.k-img.com/restaurant/images/Rvw/356810/640x640_rect_3b043f89f3bcc7e58c8b2b2b8ad65239.jpg","4駅追加"
"啼寅東京","3.56","262","21748","もつ焼き、居酒屋、焼き鳥","下北沢駅","￥4,000～￥4,999","","https://tabelog.com/tokyo/A1318/A131802/13260580/","東京都世田谷区代沢5-29-9 1F","1550032","35.65844123789348","139.66708418306212","03-6453-2956","月・火・水・金 17:00 - 23:00 L.O. 料理22:00 土・日 16:00 - 23:00 L.O. 料理22:00 木","","23席 （カウンター9席 テーブル14席）","無","全席禁煙 外に灰皿あり","予約可","","無 近隣にコインパーキングあり","下北沢駅から徒歩4分 下北沢駅から339m","https://tblg.k-img.com/restaurant/images/Rvw/186171/320x320_rect_cb6f2ac338a386574736298c0c59fae4.jpg","4駅追加"
"鮨 福元","3.52","109","13478","寿司","下北沢駅","￥15,000～￥19,999","","https://tabelog.com/tokyo/A1318/A131802/13019424/","東京都世田谷区代沢5-17-6 はなぶビル　Ｂ１Ｆ","1550032","35.65712913789418","139.6666401830491","03-5481-9537","月・火・土・祝日 17:00 - 22:00 L.O. 料理20:30 ドリンク21:50 金・日 17:00 - 22:00 L.O. 料理20:20 ドリンク21:50 水・木","","16席 （カウンター10席 6席個室（堀ごたつ））","有 （2人可、4人可、6人可）","全席禁煙","予約可","","無 近隣にコインパーキングあり","下北沢駅 南西口改札徒歩7分 新代田駅 徒歩10分 東北沢駅 徒歩13分 池ノ上駅 徒歩12分 住宅街でお店の場所が分かりにくい為、 タクシーでご来店の場合は住所「世田谷区代沢5-17-6」をnavi入力するのをお勧めします。 下北沢駅から486m","https://tblg.k-img.com/restaurant/images/Rvw/74322/640x640_rect_74322584.jpg","4駅追加"
"下北SABA食堂 佐助酒場","3.43","244","11810","居酒屋、食堂、海鮮","下北沢駅","￥3,000～￥3,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131802/13281546/","東京都世田谷区北沢2-27-10 クルス下北沢 1F","1550031","35.66292033789029","139.66603568310805","03-5790-9790","11:30 - 14:30 17:00 - 23:00","","45席 （カウンター８席）","無","全席禁煙","予約可","","無 近隣にコインパーキングあり","下北沢駅から徒歩2分 スキップ1分 下北沢駅から189m","https://tblg.k-img.com/restaurant/images/Rvw/198400/640x640_rect_85b0a789df0ceaaf07c183c3de83d639.jpg","4駅追加"
